書名,ISBN,位置,url
星際大戰3 最終指令,986-7576-11-X,大書櫃,https://cdn.cite.com.tw/images/1/1HS004.jpg
星際大戰2 黑潮洶湧,957-28705-4-8,大書櫃,https://media.taaze.tw/showThumbnail.html?sc=11100342850&height=400&width=310
星際大戰1 帝國傳承,957-24857-5-6,大書櫃,https://cdn.readmoo.com/share/cover/mr/dqgdtmo_460x580.jpg?t=1437462275
星艦求生日誌,978-986-361-356-5,大書櫃,https://s2.eslite.dev/unsafe/fit-in/x900/s.eslite.dev/upload/product/o/2681404291003/ec1227119.jpg
星界的紋章II 小小的戰爭,none,大書櫃,https://media.taaze.tw/showProdImage.html?sc=11100230334&width=200&height=283
星界的紋章I 帝國的公主,None,大書櫃,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/CN1/179/73/CN11797357.jpg&v=6335e693k&w=375&h=375
星界的紋章2  ,4-15-030552-8,未知,https://d3tvwjfge35btc.cloudfront.net/Assets/42/914/L_p1020591442.jpg
星球大戰,7-220-03696-5,活動新聞福利,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/CN1/107/65/CN11076595.jpg&v=52c77486k&w=375&h=375
星潮,978-7-229-03819-9,活動新聞福利,https://www.haoyadz.com/files/article/image/411/411533/411533s.jpg
星之聲,957-10-3213-1,大書櫃,https://upload.wikimedia.org/wikipedia/zh/e/e6/Hoshinokoe.jpg
新世紀福音戰士,986742770-X,2-2,https://upload.wikimedia.org/wikipedia/zh/9/95/EVAKKU.jpg
數位密碼,957-13-4317-X,艾波小姐,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/030/26/0010302633.jpg&v=5b167445k&w=375&h=375
摺紙動物園,9.78987E+12,大書櫃,https://img.ltn.com.tw/Upload/art/page/800/2018/09/10/77.jpg
摩登時代,978-986-6562-70-9,大書櫃,https://cdn.cite.com.tw/images/1/1UF012Y.jpg
換身殺手,957-8269-36-6,活動新聞福利,https://cdn.readmoo.com/share/cover/7b/2a96heb_460x580.jpg
接觸未來,957-33-1474-6,艾波小姐,https://upload.wikimedia.org/wikipedia/zh/thumb/5/55/Contact_Sagan.jpg/220px-Contact_Sagan.jpg
接觸未來,957-33-1474-6,公關－會長－美工用具,https://upload.wikimedia.org/wikipedia/zh/8/84/Tehanu.jpg
探索時間之謎 宇宙最奇妙的維度,978-986-120-354-6,艾波小姐,https://cdn.cite.com.tw/thumbs/YK1232.jpg
探索傳說中的千年寶藏,986-7386-07-8,大書櫃,https://media.taaze.tw/showThumbnail.html?sc=11100072280&height=400&width=310
探尋者,978-986-6535-09-3,大書櫃,https://media.taaze.tw/showThumbnail.html?sc=11100214213&height=400&width=310
拉瑪真相,978-957-450-518-0,1-2櫃（三大家）,https://media.taaze.tw/showProdImage.html?sc=11100006330&width=200&height=283
抽屜裡的青春,7-5355-2947-X,活動新聞福利,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAoHCBYWFRgVFhYYGRgYGBwaGhoaHBocGhwYGhwcGhocHBwcIS4lHiQrHxoYJjgnKy8xNTU1GiQ7QDs0Py40NTEBDAwMEA8QHxISGjQkJCE0MTQ0MTQ0NDQxNDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0NDQ0ND8xNP/AABEIARQAtwMBIgACEQEDEQH/xAAbAAABBQEBAAAAAAAAAAAAAAAEAAECAwUGB//EAEcQAAECAwQFBgoIBQUBAQEAAAEAAgMRIQQSMUEFUWFx8BMigZGhsQYjUnJzsrPB0eEUJDIzVJLT8UJiY4KjFjRTwsNDohX/xAAZAQADAQEBAAAAAAAAAAAAAAAAAQIEAwX/xAAmEQACAgEEAQQDAQEAAAAAAAAAAQIRIQMSMTJRE0FhcSKBocEE/9oADAMBAAIRAxEAPwCVmszCxjixhJY0kloJJLQSSZVmSetEtscPyGb7jfgq7APFs8xvqjoRsNhdhx0rskc82VssEP8A42fkZPu3Illghf8AFD/Iz4K+FCSfamtwqdQy3lJlJA1q0NCeJBjGkYEMaOsAVC5+0WEMcWuYye4EHct2JbHOmBzRsNetBubPEca69CSiEmjMbZ2eQ38oRDLIzyGYeSOyiIFmIw42JMlnxlvKdE2V/Q2V5jPyt39Ct+hsFbjMKc1ufQri3L9/krSOAeyWKKGBCyMn9hn5GylsopfQ2eQz8je6SIu5YJnE+/8AdWkJsGdZGYXGflbxmk2xs8hmB/hGs7Fe53Tv6MUxHZ8SqpENsp+iM8hmv7DcuhOLIzyGY+Q34K4DPam47ckbUBBtmhV5jPyNz6EvobMmMzH2G5dCd5zUmvnxxtUuIKRSbKzyGTI8lvd8FE2VnkM/K3vkr8Bq+ajOfRx0JUh2UOsrPIb+VvwSNmZP7DPyN+Ct1e5J447+1KkFst0ZDa2PBLWtabxEwAD91EmKdHUkpaOEo8HXyjvZRZ+5JS1kpPBHRo5jJiYuMMjnzQtaGQcP2WVYG+LZnNjPVC0oUM7u1P2KRn25sWfOdzci2jenOe9VMGvjCm1a9ptDGDnkAajiejErMhxGPmWNIAyOedAKjchMGiTW4cftVPIZkbvepTNe2Qyw+Ut2pNFeGgFv8YJrUgTIAmRKdMRhNOxEQRrzx92OCZzJmeG33FX2CE1zxeqAOdMgAHZrVrbK64HicjPHEGtOhOwB2tMhqB2SmduaQyGvZhPM8Zq5kPXnr1pxDpj8anehADvy96RHBKteMABgo3Mla4IfJAMnRRuatXvOxQjxi0hrZXiJyOFcBPIyzUIVuBMnNumYriAa45hUhUXkZccYKF349aLLJdx96oeD096AeAd7cZa1ABEuZrVAHHHQmSIVHyzwkoAkcca1YAR8Ei1TQ7IuGaYE4a6KxglVJzcQltCyzR48fB893soidLR48dC88+yipLm1kuPArJa2MhQ5mvJsoKn7I6umSDtOmHuowXBrxd8B0ICzw+Y3zB1SCuZC1pJDcmVTJMzU6yZnrK0dD4uGwe8S7QguTRmjKPI1t980UJGwwAtdMEimGQGak6xnk5tk4AEjG8G4uIrkM1KzPk4gzAIl0cTUC8saGAG9PKkyBQzGJwpggononRzXMdfmHuMoeIBk28d424YLa5MCC4EVkZ7ZYSWEyMS9pvmhIawETlSVdpBwRtotZulg14SlISqB05ooECT3/FNx8kgU8qKhEXsFeON6iIY6AJncBMmSJhsnNSMHmHWTI7pTl0nuV3gVZMC0Qy5xJxNT7hxqUI8Kd0ms246yCQe4LXiQFB0DmtmM3DrAPxTwTRTZIkxcOMqHZq7t8k8VlZpxA37ERdmK4poHkFn8tXyUHMrxmi+R7k3JItADmHTow19aiWHuRrIVCmfCRYqA2w/inuolsKvYndBxRY0iixslFg+e72cVJXwIcokLzz7OIkuUuS1wYVlZzGeY0/8A5CuazjvUbG3mQ/Mb6oRDYd4yAxQuCWsgxZ3oixiTx1dkstyRZI7K8dSlCo4b+KoBGmyicT4PcdaYUTDiiksnCJaDIkT2nvTluvjUmBGruSJ1pjsdwCac+OlNOslbAZMEn7IE6YknADf8UybzRfY4V4f3S3UE0YWUlIATnhvlXcm0e9zmmZ/ilIAAYClEdySGxrgyzA2cdCgLPiNoImZbFrmzqBgAZTKNw9pjmzkZJ+RIWi+Fr41JOh0VJi2ma1nG/erHQZ5IzkVLk6IchUZ7IMtykYM0fyKQhJWFGa+z5jX71PkkfyXyUeTRuHRl8nKJC9IfZREkXaoUjDP9T/ziJKG8jo5Sx1hsNKMbtrdGPGaNsjRezwPWgLCCGMI8hmG4UR0IGerb8tqW7FE1kg6HU9Oai4SrhXWjXvaRMjpGHX7ihnvFdglVFjaDDPtp2akxooNfMBOKqkIsB7eMUniuSYT4CvhWV7wXNF4AyMsRSe+SfAVZW2ZPGWKOiwpNDBlV3nH4CnWo2NkiXuH2aAEVv5dEplW8pnxVS5W8FKIfoaym4fOPVILTMJD6GcSwn+Y9wWgpbyVQPyardAmjA1SupWBmmAU3I7FpFqjdVbhAAgJxCR4hhSLEbhUZjoVU7IK0boUSxG4dADoKYwUfcTOYk2Bg6ThyDPSD1IiSJ00KQ/S/9IiSQzibAzxbPMZ6o60WxuzqHVVVaMZ4thyuMy/lHzRYZPCYnr43pWJIaXzw6OtVPs88DLfh8kWyHTZu6CkW8fuUtzKcQBrS0AGhFONamw8YcYrQYwGkuONSMsghs/8AmC4VEzj1zA6lXqIjYwCzQHv+ywnbkOk9a19FwXsc9jqFzLzcxMajnihbTpWIZgC4N1e1Po3TBBuxDeb5WJaTr1j4Jvc1wNUsA9q0m6I1rXgCRnMUnlhxgh+WOSe2ww2I8Crb1DlI1x3FVsh14710SVENuzqNAPnDJ/nPc1a7VkaCEmHzz3BawXJ8nRcE2hJwTTThyAGASSJSmgBFKSU0g9MQpJAJEpTQAriRanvKLygDH083mw/Sf9IidNp13Nh+k/6REkhnHaLb4uGZT5jNXkj5LSY2mvjahNFs8TDP8jPVajmtIEt0sMFBaRNrMMOhLk1dKQUi0Sn0cdSmy6B2s44xV7YefuU2s42qxwlt4x7krHRT9Ha4V2bD19SoiWAired39XGaPDfdx2KxuR+G7FVGbREopmKyynAjv4wRkGyylMV1LSDZ93QncwZYrpvslQSLrCJMprPuRbXoGC6QltKsv7UJe4vcKD0r6wxpF4s7Ikg57p4AyH2qyAOEgN6aJpF/Ih4Aa6+G1BlKU584DHianeqv9nT0ZN180b19IuXPN0o8wC+bb18DDIyyOJqVaNIuMF7wQS0yEhMCgrKe01mhakf9G9CX9o2y9K+sKz6Re6C95aC4GQpIYitTW7PsUrPpF7oT33ReaXASlLGmeU67tqa1Iv8AYPQkr+HRuX0mvWGzSb+SiPIaHsmJTpOZFcOwmaax6Ue5sVzpTZUSGwmonWV0peorS8h6Eqb8YN68mL1iWHSERzIhcGtcyd3MYGUxOcpgVRtjtJfDY8ym5jXGWEyJq4yUqoiWm48+aKdNGkP0v/SIkq9LOmIfpP8ApESSayQc9of7mGZYMZ6oR7NlJb9uMlm6Md4mGP5GYUpcajYZrXXwMVzopBIOVOzarWin7/KaEEU5cdiZsY/NLay0wwP3cZ8TTsf8aIWHG4+OSTotUUFhwdTXXOimw/NBsicVx3K9sQdiKC0EXwpF4AnxxRAuiapKD4qqMSWw5sWZopmLRZrIqflFojHBybC2XQ240ANrzRQVxok9ocJOExSh2YIQREWIbfKmZYTFTqBwyKeyKVND3yu7IsY0C6Gi6TOW2lewKbw0tc0ijiZ7Z4pXGVk4GWUwN9dUiKy1qJhiY52vNvRTacNiSjHiv4G+XkZrGhpYBzTiK4mpzTsYwBzQ2QdiKpmNFedKRAlMZjnV2T7FItaf4sKkUoJy7hhtCe2Pj+C3y8kpNkRISdO9tvY16SmDGScLok77QyImTUZ4lNCYCBNwbM5kYEe8pxDFKy14YyoBvmB16kbY+B+o/JWyAxocAKOEnVdUSkBU5Aq1jwGhraACQGoDBDxHAGXE5VHRgoX01BLhCc5PlkrdEnyY/qf+cRJDWiJMw/Sf+cRJRJZCwHRbDyML0bNVOY3rRrGb+34KOiWTgQj/AE2YT8hstmaNZB3dnGazXk7JARh7O7b7h2pnQqyrxmj3Q5dHdToUXsGY7q0CdhQFdTy4rtn7leXNlL4nFK6MaZahihsMFZYrASadacDq6UpSy/fiaYEHwzwMiouGCuLpywl71e2y0B6+AquhNWZsZ8j1KvlFPS4uxJfyt96BvrXFXFMzSeQsRVIREAXpw9dNqJsOdFCJhMYWzc8NJymDjhOXGCyLyOtNgLIbYpNHXaSwmJ68iO1TJJe40wssZ5e7nNrj0DIynnvSYxhoXifRIEiQ7ZzllJBx7GWMbEvCTrtKz51ccNano6wmK1zg4NuaxOdDtSaVXYr+BGIJmWvsTl6Ba/UleV7RKQbyqcREDyigYqNqHYW583wvSH2cRJDwnziQvPPs4iZcJrJ0XBp6H+4gn+kyeGTG1rx3LQbh3yn7lnaIPiIQ/pM67gR43d3zWGsmtEnjDXr+fQoXKU47tSsbPXSXGrJTluw41ougoAdA1CvRx5XUkAQO49Z2URbqCmAHvpqUDDad2ynxKrcRQM106Ux41q7kL09XepugicxSmYz7E7DL9xsTvwFFtmswArmc9myRRLmlVsdSvv4xU2O4EtWyaVjOY08/xv8Aa3uWfeRfhG/x581mvUsu+vQ0uq+kYpy/Jl/KJGIh4j5KL2uDWvLSGOJDTSRIoQF1ujnyFXwpm1OIkXEilCTKmFMKIKIHNDS5pAe282f8TcJhJjIjhNrHlpwLWPIIwNQEt0Rqw59qcWhpcS0ZEkik5d5608G1ObO65zQ7GRInKfxQL2PaJuY9oGZY8AdJFFEOcRO66WsNcRPYQjdGgyHNiJi9Bh5xIcN7SO8J75ulwBIEpmRkJ4TOAT3IWQu+oF9VQYrgASCA4UJFCAZEjWm5RNZFdBtid42F559lETKrRr5xoI/qO9lFSWfU7HaDwb2hvuYXo2eo1aDBvrxPALP0MfEQpf8AEzX5DVoho2diwM2rgsp+3E0mvnjPt+SiTv7UgOKfBICLpT7MteOag98jLoz418VUnvO3t+NfmqDXj4BWkQ2O2KcpV1S6MFaJznuVbW1rOnGtWgVFOOremBY0Sw7P2VrnGvVxVQANNW35lWQ2yPHTgFJRyPhGJR3eaz1VmBavhJWO7zWeqsmS9HS6r6Rg1OzJ2aG972tYwxDOdycrwFSCZiVBjtXYWnRrXNuNs8FxhQwGMLyQ2LFN5zXAkSGc5zPfyVjMMRGui37rayZK8SCCGmf8JqDvWhA07CBvPhPc42l1oMnMDS4Ashgzq66y7qq0LlqxlKWEXptJZDPC+G1sM+JYHF7INnc2rixrQ52BN3nXmgYrXh2BwayGAQyGGw7zYz2za1s3vLWuAo/myNazoFy3/wDSaXQ3Q7PFe2A17mtPOP0iI+/ffcEiJzO8YURkC2NbChl8G0zcyIx84LHMe6I+/GN1zpyLhKowkuLTWDomvYl4TRIsOzMaWOaIhDn3oxiFpEy1gvOMxITJFKSWrouI1ohtZFYWQIV55ZaGhpdi6+wNNLxxvSXLWq0wnWjlXNjuk1tAxjHteyQbJsiA0NE5GcytYeEl1hJZbbryA2ITCnNh5wbzZb5g4UQ06SBPPJDT1sL4UOAyIXPjRpu8YIobIhrW3gAAC5wMpZLQtNiY1sSA6GxkJz2MhOYb0R8Qtk5x50g4SMpykSCsRumIf0iHGcLQ/k2vkHmGXXj9mV0NaBVxma4IePaYThBhw+UhsZEdEe8lrn8o4g3xd+0RIypmqUJNKkLcvJo6UjsfAc58BsNzIn0eELziWtZV1AbtBSYz6FhNRelLY15Yxl8shh0nP+297zee928yQ0lq0YtIz6sreAjRX38Hz3eyipJtG/fwfPd7KIko1OxcFg2dEO8TDH9NmEvIbVajX8Vl1rI0WfEwp/8AGzX5AWizV00l81ho2JhN9J789Zqq2ul1Z9aR2cZ5CiKKsQmZ8dwnJSl18azuUmccFTDKUnxPUixDMZjTDjIK4tGHf8ymbx3Jy7v4wSbHRNrtVJcZBNEfXAbOqmJVYPx4nvVjWzpPbxJJAzkPCB3j3bm9d0LMWn4Q/fv3Mp/aFmNC9LS6r6Rg1OzJOKiEpJiutHM3/BKE0h7mueC0C+3+ATLrpbdeCXSBxpVb+krS1kMvc5zWMaGmV4mZMhLniZJOc1x9n0qYUAMhgX3RC55e0OaQBJobWas0npblYDIQDp3g95utaCQ2V1oaagEkzKxy05ORoU0oml4JwnOMSI2K94cZvDhEa/muIBc9ok95YAboNJrat1scIZiFxYwcwOfy7XCYo5zbu3HDaua0Xp1rILocYxHzLWtaGscxrGCgAc4Z7zgo6R04SGNs5fDYGPDxJrbxeRMyBIoBQ7Sp9OTlwUpxUTKe9znFznl7iauOLspnVSSa6ma2Ukit0Y0qMsnkRaknASVokI0b9/B893soiSWjfv4Pnu9lESWbV7GiHBtaHb4mF6NnqNRzW7a5obQ7PEwvRs1+QFohm7rGHQsCNZS1kvl8lNzDx8Cpubhmk3jDjUmA7FIu4/dQA44KkK8fJSOyQpu41BTHG/rUWccTUuhICTWjq4yCkeMPfNM1TA4qgZxnhD/uH7meqFmyWp4QNnaH7m+q1ZoK9PS6r6Rgn2YNpCPcYX1pLDaQPehG2pxAIdjsCPtMK+25IGZGO8fBJ+h4jHhrmg7jNdYunkqEU1wCw4pLgL3YFJ8VzXfaBHRKiz9K29rHENAvddVkBsWIc3bMurBc568Istad8I6B1sMzz2jZNvvTMtb8Z03CSxRoeLL7HaMetUPssRmLXN21A6CMVyj/ANcW+C5aLSyjqGW2lRParrRa2XRcBa7OdZrmbNpEiTX4a/jrC3nwXNDTQgiYlWmM1phOMso5uKXsX2aJMkE5K+SogxCXGYGARAVM4SSsv0b9/B893soiSWih4+F6R3soqSy6nY6w4Om0KzxEEy/+UP1GrRuY/NCaFb9Wheih+o1HNYVhRqRBzKfuo3OP3V9zvUSxFjKbvHHSkBxRWlvGxOGJWBANmphqsDOM1O6kxog1nFVNrOKKTWqwNSsZwnhC36w/+z1GrLWt4S/7l/8AZ6jVlhenpdV9I8+fZlMV0hM5Ed6jHtzQx7zeJa2gJ3CXTMDpKVsdJhlrHesi3tPIv/tr/cPl1K9R1Bs6aXA/gnYmWi0+NLSxoL3XiGgumA0GeImZy/lC9Osng/Zn2cudDbzr72ubQgTN0AjINDepeNWCLdm6U5SPbktjRfhbHgNexjpsdeBY6oF6c7uYxXmSW5mpNKK8np+j/BazmGxxvFzmzJvHE196vs7YLrJyTnskWPYQXNnI3hmdy52B4aPhQWAw2m6wAGZrQZLgrdpUuc4t/iMyaVUJJ8I6y3Jfk/o1/C7QrGQ4dphgND2svAfZJc37Q1VBmMKrM0NHbduPmQ2rdgzHX3oS06QiBhglxLHXXXTUBw5wLfJxyV2ioRLb28dlfctWhJqS+TNOjZsbhffLUPei54LO0XDIe9xOIHUCVpErfbfJjniQToz7+D6R3soqZLR0uXg1/jd7KIks2p2OkODsNCD6tB9FD9Rq0g1B6Bh/VoHoofXcatRsOa8+8mxFF1K6iHMTXNiAKOT4yT8miLiYsRYFLGKV1Ta1PdSKIAKTAnDVIBIDgPCcfWYn9nqNWUVqeE4+sxP7PUYs2a9fTX4I86fZjCExxk+csTLGYqFCJo9nJPJLpO5uFCKp3upMUTxdLxDCEI3S2eqvWraclR102kjhi0sc5js+b8D1gFUHVvXRaQsoe2o52Rw69Y2LLOiX/wAIDt2KyT0ZJ4yjruxkP0rGnAhEZgdja9oWLDYXODcyQOtFvskeQYWuk2d0GUhPUpQNFvJrJssa17FxhoySpI6amopO/og+GYsUtYJzMhuEhPYJZrbLGtDWNqGiU/KJxPw3BNYbKGNIaQJ45E785bMFIhbNHQ2vdI4ylYXo8Cta06kWSgtHO+10e9HEruzNPsX6N+/g+e72URJNo37+D57vZREll1Ox0hwd/wCDrfq0D0MP1AtVrdSzfB0fVYHoWeoFqNC873ZsGuKJarJLK07a4sNrTCaXOJqAwuk0Ykyw+YTStiboPklJc7F0taQ6DKGC17GGIbjzJzyQZasAr7NpGO61vguYBCDnBrrrgaMa4GeBEyZYTr5NXtYbkbMkpLn9HaVtDmRXRIbWll0sF17Q4OcROs6SGPWKKu06bjiAyI1gLi8teLryAAwGdJSN8gbMMiUOLBSR0oCeSwY+loreRkwSiMY5znTbJznsDhhOYaXHCnQugkk1QKVnnPhOfrMT+31GrLBWr4Tj61E3t9RqywvV0+iMM+zIvZMKmJZQZXaa5q+SQE10ToSk0B/RXZkdqMsguPa4VlrAT4ZJFVdhvkTt0Vz3l5u12IWDCInMNPWiDqSYZJXQepIF+iGuEztKUSyUkMd9EXtTlO2G9gtmgXZkyrq2TV5KdyidfG5Jkt2X6NPj4Pnu9lETpaN+/g+e72URJZdTsdocHoXg5/tYHoWeoFrBZPg476rA9Cz1AtQFef7msknTTSmgBSTSTzSmgCMkynNRc5MBkikHJiUAeceE/wDuom9vqMWTeWp4VH61F3t9RiygvVh0Rgl2Y89SleTEJAKyR5p001KaLARKkQoJ0rEIuSnNMaJg5FgOU0knJpp2gCtGt8fB893soqSbRp8fB893soiZZtTsaIcHTWexRWC4y1R2tbzWiVnMmigEzBJwAV3IR/xlo/LZv0UklhNIvo8f8ZaPy2b9FNyMf8ZH/LZv0UkkxCMGP+Mj/ls36KfkI/4y0fls36KSSAGECP8AjLR+Wzfop/o8f8ZaPy2b9FJJAxuRj/jI/wCWzfopuRj/AIyP+WzfopJIAzLT4Pco8vfaI5ccTKAMpZQtSb/SbPxEf/B+kkktMW6ONET4Kt/ER/8AB+kkPBZv4iP/AIP0kklVsKQv9Kt/ER/8H6SX+lW/iI/+D9JJJFsKQ58Fm/iI/wDg/ST/AOlm/iI/+D9JJJK2FIYeCrfxEf8AwfpJj4Kt/ER/8H6SSSLYUh/9LN/ER/8AB+kmPgs38RH/AMH6SSSdsKQVonwZY2NDcY0Z0iZA8lKdxwyhg5nNJJJcpN2Uf//Z"
抉擇,957-33-1685-4,公關－會長－美工用具,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/043/85/0010438519.jpg&v=4c0cd83dk&w=375&h=375
手機,978-957-33-2327-3,公關－會長－美工用具,https://upload.wikimedia.org/wikipedia/zh/f/fe/Cell_%28book%29.jpg
所羅門的指環,957-39-0089-0,活動新聞福利,https://imgs.cwgv.com.tw/books/BCS/BCS100D/cover/thumb/BCS100D.png
戰神的後裔,7-5355-2949-6,活動新聞福利,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/CN1/171/18/CN11711885.jpg&v=5fc4bbadk&w=250&h=250
戰爭遊戲外傳 安德闇影,978-986-918-816-6,大書櫃,https://s.eslite.dev/upload/product/o/2681122357005/ec996691.jpg
戰爭遊戲,986-7261-01-1,大書櫃,https://cdn.readmoo.com/cover/eb/eb66n9f_210x315.jpg?v=1512038221
我的外星人老公,None,艾波小姐,https://i9-static.jjwxc.net/novelimage.php?novelid=1075017&coverid=26&ver=c8ebed017af9a9d73498d33dd1c76721
我是傳奇,978-986689988-1,大書櫃,https://upload.wikimedia.org/wikipedia/zh/c/c1/IAmLegend25028.jpg
我們都是時間旅人,9.78957E+12,未知,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/079/87/0010798710.jpg&v=5b9101dak&w=375&h=375
我們,978-986-6841-22-4,公關－會長－美工用具,https://s.eslite.dev/upload/product/o/2682060381008/20210820033116686991.jpg
我，機器人,986-7001-03-6,1-2櫃（三大家）,https://upload.wikimedia.org/wikipedia/zh/2/28/Irobot.jpg
惡魔事典,978-986-7131-70-6,艾波小姐,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/001/056/72/0010567270.jpg&v=50ae1f8ek&w=375&h=375
惑星奇航1,957-473-177-4,大書櫃,https://cdn.readmoo.com/social/cover/jb/qpgermf_460x580.jpg
恐懼之邦,957-32-5530-8,艾波小姐,https://www.ylib.com/BookImg/YL/YLH04.jpg
怒月,978-986-6651-87-8,1-2櫃（三大家）,https://s.eslite.dev/Upload/Product/200910/o/633906077641015751.jpg
心機掃描,986-81126-9-9,大書櫃,https://s2.eslite.dev/unsafe/fit-in/x900/s.eslite.dev/upload/product/o/2681035976003/ec961368.jpg
